"","name","ICPSR2","presidentialvoteshare.1986","presidentialvoteshare.1990","presidentialvoteshare.1992","presidentialvoteshare.1994","presidentialvoteshare.1996","presidentialvoteshare.1998","presidentialvoteshare.2000","presidentialvoteshare.2002","presidentialvoteshare.2004","presidentialvoteshare.2006","presidentialvoteshare.2008","presidentialvoteshare.2014","presidentialvoteshare.2016","presidentialvoteshare.2018","presidentialvoteshare.1984","presidentialvoteshare.1988","presidentialvoteshare.2010","presidentialvoteshare.2020","presidentialvoteshare.2022","presidentialvoteshare.1980","presidentialvoteshare.1982","presidentialvoteshare.2012","contributions.1986","contributions.1990","contributions.1992","contributions.1994","contributions.1996","contributions.1998","contributions.2000","contributions.2002","contributions.2004","contributions.2006","contributions.2008","contributions.2014","contributions.2016","contributions.2018","contributions.1984","contributions.1988","contributions.2010","contributions.2020","contributions.2022","contributions.1980","contributions.1982","contributions.2012"
"363","coelho, anthony lee","14613",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,47,NA,NA,NA,48,48,NA,728561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631965,837955,NA,NA,NA,211886,745425,NA
"364","coffman, michael mike","20906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","coffman, mike","20906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,NA,NA,NA,46,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4725822,3568846,NA,NA,NA,904466,NA,NA,NA,NA,3441283
"366","cohen, stephen i","20748",NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","cohen, stephen ira","20748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532415,NA,NA,NA,608930,NA,NA,NA,NA
"368","cohen, steve","20748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,78,78,NA,NA,NA,78,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238077,732897,615635,NA,NA,NA,1151408,NA,NA,NA,NA,831886
"369","cohen, steve i","20748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546322,NA,NA,NA
"370","cole, tom","20344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951079,NA,NA,NA,1816062,2335186,NA,NA,NA
"371","cole, tom jeffrey","20344",NA,NA,NA,NA,NA,NA,NA,NA,33,33,34,34,34,NA,NA,NA,34,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,1115699,1020035,1124662,1338212,1808369,NA,NA,NA,852384,NA,NA,NA,NA,1016546
"372","coleman, bonnie watson","21538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,67,NA,NA,NA,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102181,916386,NA,NA,NA,806729,930457,NA,NA,NA
"373","coleman, e thomas","14410",39,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,50,NA,NA,NA,46,46,NA,241448,281837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204182,305961,NA,NA,NA,203912,236752,NA
"374","coleman, ronald","15018",43,52,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,52,NA,NA,NA,NA,41,NA,518723,279452,777219,702068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427116,322822,NA,NA,NA,NA,374841,NA
"375","collins, barbara rose","29125",NA,86,84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335736,222662,198409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","collins, cardiss","14068",75,78,84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,78,NA,NA,NA,83,83,NA,305092,338392,344933,372910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206255,235058,NA,NA,NA,30175,62035,NA
"377","collins, christopher c","21345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,37,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961191,1173542,1321298,NA,NA,NA,NA,NA,NA,NA,1435521
"378","collins, douglas allen","21323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,20,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848531,1239467,1415137,NA,NA,NA,NA,NA,NA,NA,780887
"379","collins, james m","11066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305170,NA,NA
"380","collins, michael a jr","22310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467858,NA,NA,NA
"381","collins, michael allen mac","22310",NA,NA,44,44,46,46,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255683,504907,527416,405099,616089,764043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","colon, jenniffer gonzalez","21992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","combest, larry","15093",25,33,28,28,28,28,20,20,NA,NA,NA,NA,NA,NA,25,33,NA,NA,NA,NA,NA,NA,318347,201299,241559,285178,445103,529697,720317,571662,NA,NA,NA,NA,NA,NA,433676,272401,NA,NA,NA,NA,NA,NA
"384","comer, james","21565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,25,NA,NA,NA,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155295,721796,NA,NA,NA,741257,1649490,NA,NA,NA
"385","comstock, barbara j","21555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5331367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","conable, barber benjamin jr","10712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37249,61224,NA
"387","conaway, k michael","20531",NA,NA,NA,NA,NA,NA,NA,NA,22,22,24,23,23,20,NA,NA,24,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1589566,1005167,1137073,2011703,1939446,2216759,NA,NA,1098814,NA,NA,NA,NA,1350630
"388","condit, gary","15635",NA,47,52,52,50,50,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236278,387530,432177,639682,543954,785996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","connolly, gerry","20952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,63,63,71,NA,NA,58,71,71,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997497,1996342,2027734,2078359,NA,NA,2465798,2019757,2101439,NA,NA,2241573
"390","conte, silvio o","2009",49,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,58,NA,NA,NA,52,52,NA,255921,146537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197661,142186,NA,NA,NA,107024,102518,NA
"391","conyers, john jr","10713",86,89,86,86,89,89,89,89,83,83,86,86,86,NA,86,89,86,NA,NA,95,95,86,132208,385337,450072,623467,324341,257760,587505,410787,533909,1069653,1111759,778668,627678,NA,75991,151676,1137010,NA,NA,23788,20177,1044468
"392","cook, merrill a","29765",NA,NA,NA,NA,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061730,656985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","cook, paul","21305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,42,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813373,944658,978469,NA,NA,NA,NA,NA,NA,NA,610014
"394","cooksey, john charles","29726",NA,NA,NA,NA,53,53,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898379,750561,630524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","cooley, wester shadric","29557",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","cooper, james","15019",42,42,54,NA,NA,NA,NA,59,52,52,57,58,NA,NA,42,42,57,NA,NA,NA,58,58,147613,183494,164092,NA,NA,NA,NA,1979716,1118924,772293,637408,762304,NA,NA,89431,292770,1044042,NA,NA,NA,905522,1213185
"397","cooper, james hs","15019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559925,NA,NA,NA,939747,NA,NA,NA,NA
"398","cooper, jim","15019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","coppersmith, samuel g","29303",NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","corcoran, thomas j","14411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146086,NA,NA
"401","corcoran, tom","14411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276631,NA
"402","correa, jose","21711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1208555,NA,NA,NA,NA
"403","correa, jose luis lou","21711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951733,1135363,NA,NA,NA,NA,NA,NA,NA,NA
"404","correa, lou","21711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293189,NA,NA,NA
"405","costa, jim","20501",NA,NA,NA,NA,NA,NA,NA,NA,51,51,61,59,59,61,NA,NA,61,60,60,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,1963507,901164,1026589,1524076,1759404,1856798,NA,NA,1845156,2146775,2034865,NA,NA,1483126
"406","costello, jerry f","15453",NA,54,66,66,NA,62,56,56,52,52,55,NA,NA,NA,NA,54,55,NA,NA,NA,NA,NA,NA,719747,503778,677293,NA,805170,673465,779735,924936,1180687,1475772,NA,NA,NA,NA,285503,1351182,NA,NA,NA,NA,NA
"407","costello, ryan a","21547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796443,2484857,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","cotter, william r","13009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140479,NA,NA
"409","cotton, thomas","21301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27823380,NA,NA,NA,NA,NA,NA,NA,NA,NA,2213218
"410","coughlin, lawrence","12010",40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,NA,NA,NA,36,36,NA,705258,373205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477233,396262,NA,NA,NA,109514,156552,NA
"411","courter, james a","14614",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,38,NA,NA,NA,32,42,NA,730514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495130,1211060,NA,NA,NA,242601,554369,NA
"412","courtney, joe","20706",NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60,60,60,NA,NA,NA,60,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,2457906,2370579,1396008,1202548,NA,NA,NA,1781959,NA,NA,NA,NA,1520759
"413","courtney, joseph","20706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981330,NA,NA,NA
"414","courtney, joseph d","20706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1156319,NA,NA,NA,967877,NA,NA,NA,NA
"415","cox, christopher","15601",NA,31,40,40,40,40,40,37,40,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,688836,515754,488705,829803,907406,2162,732787,1120427,NA,NA,NA,NA,NA,NA,1112000,NA,NA,NA,NA,NA,NA
"416","cox, john w cox jr","29116",NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","cox, terrance john tj","21909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975996,NA,NA,NA,NA,NA,NA,NA,NA
"418","coyne, james k","14807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424653,NA,NA
"419","coyne, william j","14808",69,73,69,69,64,64,64,NA,NA,NA,NA,NA,NA,NA,69,73,NA,NA,NA,63,63,NA,110445,155192,264042,328681,727359,560798,191231,NA,NA,NA,NA,NA,NA,NA,71909,168698,NA,NA,NA,188305,86883,NA
"420","craig, angela dawn","21910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5625311,NA,NA,NA,5676522,7801458,NA,NA,NA
"421","craig, larry e","14809",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,40,NA,NA,NA,NA,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA
"422","cramer, kevin","21350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492880,1408241,NA,NA,NA,NA,NA,NA,NA,NA,1325479
"423","cramer, robert e jr","29100",NA,41,48,48,47,47,44,44,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662457,400693,559632,1009217,1166469,1262741,998364,820378,895212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","crane, dan","14615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193698,328330,NA
"425","crane, eli","22311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779766,NA,NA,NA
"426","crane, philip m","12041",23,29,39,39,NA,45,43,43,NA,NA,NA,NA,NA,NA,23,29,NA,NA,NA,29,29,NA,0,0,0,0,NA,661768,1064989,695294,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"427","crapo, michael d","29345",NA,NA,38,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546326,511946,642602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","cravaack, chip","21146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659648,NA,NA,NA,NA,NA
"429","crawford, eric alan rick","21106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,32,NA,NA,39,29,29,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907124,669502,1019464,NA,NA,1341138,966801,1087410,NA,NA,1339446
"430","cremeans, frank a","29551",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","crenshaw, ander","20111",NA,NA,NA,NA,NA,NA,36,36,34,34,38,37,NA,NA,NA,NA,38,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,1088281,529479,581117,1223900,681607,1287442,NA,NA,NA,NA,554327,NA,NA,NA,NA,543227
"432","crenshaw, daniel","21911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19485632,15916739,NA,NA,NA
"433","crenshaw, daniel lcdr","21911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865424,NA,NA,NA,NA,NA,NA,NA,NA
"434","crist, charlie joseph","21712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2081442,3361939,NA,NA,NA,2799099,NA,NA,NA,NA
"435","critz, mark","20960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2477268,NA,NA,NA,NA,NA
"436","crockett, george w jr","14681",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,86,NA,NA,NA,94,94,NA,71784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66897,97827,NA,NA,NA,58751,74199,NA
"437","crockett, jasmine","22312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970009,NA,NA,NA
"438","crow, jason","21912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,60,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5712547,NA,NA,NA,4216909,2734128,NA,NA,NA
"439","crowley, joseph","29925",NA,NA,NA,NA,NA,73,74,74,75,75,80,77,62,NA,NA,NA,80,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,283392,778327,868729,1274991,1738323,2058157,3113565,3023444,NA,NA,NA,2022922,NA,NA,NA,NA,2577592
"440","cubin, barbara l","29584",NA,NA,NA,46,42,42,29,29,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519423,690003,578298,644416,595591,959028,1284570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","cuellar, roberto enrique","20533",NA,NA,NA,NA,NA,NA,NA,NA,48,48,56,59,59,60,NA,NA,56,52,54,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,1407409,1718752,1423486,1509460,1689932,1659082,NA,NA,1247643,2752019,4711961,NA,NA,1672433
"442","culberson, john a","20139",NA,NA,NA,NA,NA,NA,27,27,35,35,41,40,40,NA,NA,NA,41,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,1092972,508138,628783,718882,1747991,719440,1216620,NA,NA,NA,779425,NA,NA,NA,NA,842045
"443","cummings, elijah e","29587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951860,NA,NA,1072735,NA,NA,NA,NA,NA,NA,NA,NA
"444","cummings, elijah eugene","29587",NA,NA,NA,NA,84,84,86,86,74,74,NA,78,78,NA,NA,NA,80,NA,NA,NA,NA,78,NA,NA,NA,NA,291069,472885,369229,496119,814295,882989,NA,898538,1091552,NA,NA,NA,796200,NA,NA,NA,NA,795483
"445","cunningham, joe","21913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2468863,NA,NA,NA,NA,NA,NA,NA,NA
"446","cunningham, randy duke","29107",NA,52,44,44,43,43,42,61,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539721,907606,495226,734663,609086,607657,796250,832173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","curbelo, carlos","21512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2367914,3885812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","curson, david","31100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49092
"449","curtis, john","21755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,37,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628253,NA,NA,NA,905501,2158235,NA,NA,NA
"450","d amours, norman e","14284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117734,186649,NA
"451","dahlkemper, kathleen ann","20945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","daines, steven","21338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7512470,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830491
"453","daniel, dan w c dan daniel","12011",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,41,41,NA,173552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103074,NA,NA,NA,NA,20383,77489,NA
"454","daniel, robert w jr","14013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191838,NA,NA
"455","danielson, george e","13010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113100,NA,NA
"456","dannemeyer, william e","14616",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,28,NA,NA,NA,23,23,NA,NA,594692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296484,0,NA,NA,NA,186583,229880,NA
